country,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND,IND
1997-Q2,,,,-122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14831.8,1680659.9,,3707.9,37.716529066,,0.40985,3.27187,,,8161.4,39324.4,2044418.6,,,,,,,,2639.3,,5755.0,9361.0,1060743.9,,2340.3,37.757865417,,0.62681,2.41304,,,4922.2,24792.2,1288909.3,1523.2,172604.0,,380.8,34.517510122,,-8.54843,0.08791,,,875.8,4412.9,229421.0,,,,,3753.8,425358.1,,938.4,43.154515071,,-0.43229,7.52689,,,1914.4,8695.9,452088.4,,72.3,,,,,,,,,,,1626.1,184258.6,,406.5,44.729763814,,-0.26093,4.95452,,,793.7,3636.0,189031.8,1742.6,197457.2,,435.6,39.335753466,,-2.81364,18.89046,,,915.7,4430.0,230307.1,8.82498,310.0,,5.2,,,2217.3
1997-Q3,,,,-53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15070.6,1713302.3,,3767.6,37.872028075,,1.19283,3.99521,,,8258.8,39793.5,2068805.1,,,,,,,,2791.7,,5894.6,9681.0,1100585.3,,2420.2,38.482221496,,1.47123,3.69894,,,4994.6,25156.9,1307872.1,1550.3,176246.5,,387.6,33.296246045,,5.51064,10.35618,,,924.0,4656.1,242063.6,,,,,3806.6,432755.7,,951.7,43.297934766,,1.07172,5.68703,,,1934.9,8789.1,456933.5,,-24.1,,,,,,,,,,,1616.2,183737.2,,404.0,41.598482677,,6.87368,-21.46401,,,848.2,3886.0,202025.2,1860.3,211487.0,,465.1,42.658992905,,-1.56037,-1.782,,,901.4,4360.8,226713.4,8.79623,276.5,,93.2,,,1666.2
1997-Q4,,,,-154.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15558.4,1747850.0,,3889.6,38.481901124,,1.60086,4.01085,,,8391.0,40430.5,2101923.7,,,,,,,,2943.4,,5998.1,9897.7,1111919.6,,2474.4,39.421517774,,-0.19745,2.87369,,,4984.7,25107.3,1305289.7,1651.4,185524.5,,412.9,33.410613471,,6.15898,12.97542,,,980.9,4942.9,256972.2,,,,,3961.8,445072.1,,990.4,43.798067779,,2.88805,6.75986,,,1990.8,9043.0,470130.0,,128.2,,,,,,,,,,,1728.6,194194.1,,432.2,44.659846193,,-0.37591,2.91473,,,845.0,3871.3,201265.8,1884.5,211710.3,,471.1,38.976227425,,10.87516,10.01395,,,999.4,4835.1,251368.9,8.90147,203.2,,-77.4,,,2301.2
1998-Q1,,,,-303.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16249.0,1776141.5,,4062.3,39.54535359,,1.63007,4.91695,,,8527.8,41089.6,2136186.6,,,,,,,,3100.5,,6186.8,10248.0,1120179.8,,2562.0,40.393655666,,1.04674,2.97234,,,5036.9,25370.1,1318952.7,2114.8,231162.7,,528.7,36.316860449,,17.80951,20.67699,,,1155.6,5823.2,302737.7,,,,,4038.1,441400.2,,1009.5,44.3689058,,0.61581,4.17879,,,2003.1,9098.6,473025.1,,1.3,,,,,,,,,,,1686.0,184293.7,,421.5,41.555929523,,4.8206,11.31329,,,885.8,4058.0,210968.0,1911.7,208968.6,,477.9,33.229220332,,18.98892,26.21648,,,1189.2,5753.2,299101.1,9.14849,73.6,,17.1,,,2492.9
1998-Q2,,,,-567.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16774.0,1805814.0,,4193.5,40.294906406,,1.31074,5.85828,,,8639.5,41628.1,2164186.4,,,,,,,,3216.0,,6404.0,10693.6,1151222.0,,2673.4,39.158132726,,7.64088,10.1499,,,5421.8,27308.6,1419732.3,2149.8,231434.2,,537.4,35.628246285,,3.61875,36.73248,,,1197.5,6033.9,313693.0,,,,,4214.5,453712.6,,1053.6,45.430093608,,1.92908,6.64952,,,2041.7,9274.2,482150.1,,39.5,,,,,,,,,,,1824.6,196428.4,,456.2,52.840991327,,-14.892,-5.01564,,,753.9,3453.7,179550.6,2304.6,248098.1,,576.1,36.055805649,,11.09691,44.28219,,,1321.2,6391.6,332292.1,9.28889,195.9,,9.5,,,1949.5
1998-Q3,,,,-187.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17506.6,1846893.8,,4376.7,41.305236188,,1.81475,6.50887,,,8796.3,42383.6,2203460.9,,,,,,,,3350.8,,6519.4,11760.0,1240642.0,,2940.0,42.754459597,,0.72207,9.33667,,,5460.9,27505.7,1429983.8,2144.6,226252.6,,536.2,38.207078543,,-6.97207,20.55599,,,1114.0,5613.2,291822.1,,,,,4344.3,458312.0,,1086.1,45.953294282,,1.90702,7.53092,,,2080.6,9451.0,491344.8,,170.9,,,,,,,,,,,2045.5,215798.6,,511.4,43.074474604,,37.52829,22.22876,,,1036.8,4749.8,246932.9,2317.0,244431.9,,579.2,39.111463297,,-7.31653,35.84543,,,1224.5,5924.0,307979.8,9.47896,-471.2,,-288.7,,,987.9
1998-Q4,,,,-166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18128.8,1877621.8,,4532.2,42.219687143,,1.31071,6.20471,,,8911.6,42939.1,2232341.9,,,,,,,,3404.4,,5997.5,11331.6,1173632.2,,2832.9,46.519881575,,-11.44207,-2.98215,,,4836.1,24358.5,1266364.0,2046.3,211939.3,,511.6,39.897470872,,-8.62751,3.7642,,,1017.9,5128.9,266645.2,,,,,4479.1,463905.3,,1119.8,46.281934759,,2.36991,6.98939,,,2130.0,9675.0,502989.2,,-229.6,,,,,,,,,,,1919.0,198753.2,,479.7,41.511623819,,-2.6547,19.43292,,,1009.3,4623.7,240377.6,2148.5,222518.4,,537.1,37.787014868,,-4.02267,17.59245,,,1175.3,5685.7,295590.8,9.65517,500.9,,354.9,,,4838.7
1999-Q1,,,,-78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18353.5,1930170.6,,4588.4,42.060055473,,1.62415,6.19852,,,9056.4,43636.5,2268598.5,,,,,,,,3495.2,,6669.2,11745.7,1235249.5,,2936.4,42.277053646,,14.05668,9.50907,,,5515.9,27782.5,1444372.7,2130.6,224070.3,,532.7,38.898252015,,6.79532,-5.93687,,,1087.0,5477.4,284764.6,,1043.6,,1896.3,4592.9,483013.0,,1148.2,46.563024257,,1.92108,8.37735,,,2170.9,9860.9,512652.0,,-47.0,,,,,,,,,,,2079.8,218724.3,,520.0,43.613668824,,3.15591,17.53617,,,1041.1,4769.6,247963.7,2251.3,236755.4,,562.8,41.555937391,,-4.7187,-5.83694,,,1119.8,5417.4,281642.8,9.50876,55.5,,60.9,,,1163.5
1999-Q2,,,,-66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19028.6,1992937.9,,4757.1,42.509282401,,2.58223,7.53136,,,9290.2,44763.3,2327179.0,,,,,,,,3602.4,,6754.9,12069.4,1264075.6,,3017.3,43.058612778,,0.89068,2.64171,,,5565.0,28030.0,1457237.5,2426.5,254141.2,,606.6,39.254896314,,12.85351,2.44627,,,1226.8,6181.5,321366.8,,1404.0,,2666.3,4870.5,510110.6,,1217.6,46.934746174,,5.20592,11.86149,,,2283.9,10374.2,539340.3,,99.7,,,,,,,,,,,2068.6,216651.5,,517.1,41.97482553,,3.34429,42.72092,,,1075.9,4929.1,256256.3,2374.3,248668.0,,593.6,42.94628543,,2.05059,-13.50438,,,1142.8,5528.5,287418.1,9.54799,-32.5,,-107.8,,,777.0
1999-Q3,,,,-163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19418.5,2028575.6,,4854.6,42.846803104,,1.24533,6.92997,,,9405.9,45320.7,2356160.0,,,,,,,,3664.0,,6809.2,12348.4,1289994.2,,3087.1,43.931931775,,0.27823,2.18941,,,5580.5,28108.0,1461292.0,2483.7,259458.0,,620.9,38.772930299,,3.62615,14.11748,,,1271.2,6405.6,333020.1,,1417.5,,2663.1,4984.2,520684.8,,1246.1,47.078433627,,2.02234,11.98808,,,2330.1,10584.0,550247.6,,159.1,,,,,,,,,,,2302.1,240495.2,,575.5,46.959712583,,-0.52353,3.23238,,,1070.3,4903.3,254914.7,2575.6,269065.4,,643.9,43.165845651,,7.92836,0.72271,,,1233.4,5966.8,310205.6,9.57248,-124.7,,-190.3,,,1286.7
1999-Q4,,,,-187.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19845.4,2076529.6,,4961.3,43.077623689,,1.65076,7.28888,,,9561.2,46068.9,2395054.6,,,,,,,,4064.5,,6943.0,13535.2,1416260.6,,3383.8,47.314024664,,1.7754,17.44141,,,5679.6,28607.0,1487235.8,2547.1,266518.9,,636.8,39.369026304,,1.00246,26.1446,,,1284.0,6469.9,336358.5,,1419.1,,2645.0,5053.5,528776.2,,1263.4,47.597309727,,0.28445,9.70668,,,2336.7,10614.1,551812.7,,10.0,,,,,,,,,,,2350.0,245889.1,,587.5,44.871589961,,6.8277,13.28824,,,1143.4,5238.1,272319.5,2680.7,280497.1,,670.2,41.624588139,,7.93387,13.27042,,,1331.2,6440.2,334817.0,9.55699,-960.0,,-250.0,,,1580.1
2000-Q1,,,,-229.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20586.0,2127971.7,,5146.5,43.76628081,,2.09953,7.79075,,,9761.9,47036.1,2445339.4,,,,,,,,3843.6,,6929.7,12938.4,1337440.7,,3234.6,45.061487426,,0.36902,3.34756,,,5700.5,28712.5,1492724.0,2490.4,257435.9,,622.6,40.549495357,,-5.07201,12.12712,,,1218.9,6141.7,319298.3,,1447.8,,2657.5,5284.2,546231.3,,1321.1,48.120782947,,3.42806,11.32877,,,2416.8,10978.0,570729.2,,176.6,,,,,,,,,,,2454.4,253715.4,,613.6,43.117920626,,8.69389,19.37017,,,1242.8,5693.5,295994.7,3034.6,313689.2,,758.7,42.615837851,,10.56917,31.44464,,,1471.9,7120.9,370204.3,9.67398,452.8,,-63.4,,,2631.3
2000-Q2,,,,-13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20710.4,2145750.2,,5177.6,43.971583211,,0.13491,5.21917,,,9775.1,47099.6,2448638.3,,,,,,,,3903.3,,6941.2,13157.4,1363204.7,,3289.4,45.650321194,,0.38131,2.82579,,,5722.3,28822.0,1498415.9,2442.9,253101.1,,610.7,40.482455643,,-1.74647,-2.37889,,,1197.6,6034.4,313721.9,,1404.2,,2573.7,5187.3,537437.1,,1296.8,48.337826431,,-2.276,3.41141,,,2361.8,10728.1,557739.4,,55.8,,,,,,,,,,,2544.7,263652.4,,636.2,44.438391265,,0.5979,16.1979,,,1250.2,5727.5,297764.4,2812.6,291406.7,,703.2,46.004086471,,-14.14231,10.58763,,,1263.8,6113.8,317848.9,9.65183,190.4,,-8.2,,,1901.3
2000-Q3,,,,-47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21130.6,2188114.7,,5282.7,44.275840211,,1.32769,5.30476,,,9904.9,47724.9,2481148.7,,,,,,,,3987.9,,7021.6,13434.8,1391202.6,,3358.7,46.057629975,,1.20535,3.77646,,,5791.2,29169.4,1516477.0,2574.2,266562.9,,643.5,40.562977582,,5.1658,-0.92846,,,1259.4,6346.2,329928.1,,1417.1,,2555.7,5245.7,543199.0,,1311.4,48.974736885,,-0.18904,1.16993,,,2357.3,10707.8,556685.1,,65.0,,,,,,,,,,,2759.5,285749.4,,689.9,46.519272208,,3.58836,21.00098,,,1295.1,5933.0,308449.3,3002.6,310924.2,,750.6,46.239381604,,6.21144,8.82841,,,1342.3,6493.6,337591.9,9.65699,118.6,,-35.4,,,2062.0
2000-Q4,,,,-6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21380.2,2199947.4,,5345.0,44.780052429,,0.04189,3.63806,,,9909.0,47744.9,2482188.1,,,,,,,,4093.4,,7079.6,13779.6,1417869.4,,3444.9,46.760769209,,1.0237,3.00998,,,5850.5,29468.0,1532001.2,2555.1,262909.3,,638.8,41.057173712,,-1.93713,-3.81185,,,1235.0,6223.2,323537.0,,1425.8,,2517.4,5344.7,549948.8,,1336.2,50.369140856,,-0.93315,-0.05842,,,2335.3,10607.9,551490.4,,12.9,,,,,,,,,,,2982.0,306839.2,,745.5,46.396455709,,8.35056,22.72588,,,1403.2,6428.5,334206.5,3041.8,312987.4,,760.4,44.58800847,,5.05671,5.9274,,,1410.1,6821.9,354662.9,9.7185,-239.8,,-72.9,,,1839.2
2001-Q1,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21729.7,2227583.1,,5432.4,45.267310285,,0.54066,2.0557,,,9962.6,48003.0,2495608.3,,,,,,,,4176.9,,7222.4,13995.7,1434742.4,,3498.9,46.807351378,,1.46715,4.13701,,,5936.4,29900.4,1554478.0,2861.4,293329.9,,715.3,41.904448532,,9.72345,11.18002,,,1355.1,6828.3,354995.9,,1424.6,,2474.5,5361.8,549653.8,,1340.4,51.034607391,,-0.98821,-4.32582,,,2312.3,10503.1,546040.5,,55.0,,,,,,,,,,,2921.0,299445.4,,730.3,45.336062771,,0.24621,13.18764,,,1406.7,6444.3,335029.4,3085.6,316319.5,,771.4,45.649498882,,-0.91649,-5.07608,,,1397.2,6759.4,351412.5,9.75482,-324.9,,-136.2,,,1086.3
2001-Q2,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22306.8,2290524.8,,5576.7,45.522172692,,2.08137,4.03951,,,10169.9,49002.2,2547551.2,,,,,,,,4289.8,,7353.3,14450.4,1483802.6,,3612.6,47.233017762,,2.31853,6.14671,,,6074.0,30593.6,1590519.1,2710.4,278312.8,,677.6,42.270931291,,-6.09712,6.25698,,,1272.5,6412.0,333351.4,,1499.4,,2563.0,5811.9,596784.7,,1453.0,51.93597255,,6.51449,4.28028,,,2462.9,11187.3,581612.2,,2.3,,,,,,,,,,,2985.7,306577.5,,746.4,45.931040211,,0.88902,13.5152,,,1419.2,6501.6,338007.9,3189.6,327512.7,,797.4,46.762883513,,0.90683,11.56219,,,1409.9,6820.7,354599.2,9.73875,-462.4,,-117.9,,,1128.3
2001-Q3,,,,-60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22719.4,2327482.0,,5679.9,45.797641309,,1.23686,3.94624,,,10295.7,49608.2,2579060.9,,,,,,,,4369.4,,7412.6,14755.4,1511613.2,,3688.9,47.713305599,,1.08302,6.0184,,,6139.8,30925.0,1607744.7,2742.6,280969.7,,685.7,43.278724313,,-1.16717,-0.1417,,,1257.6,6337.2,329460.6,,1498.4,,2558.9,5769.6,591060.3,,1442.4,51.890320448,,-0.64185,3.80719,,,2447.1,11115.5,577879.1,,-3.6,,,,,,,,,,,2836.9,290624.7,,709.2,45.880408302,,-4.87851,4.23695,,,1349.9,6184.4,321518.1,3206.7,328509.7,,801.7,47.003125837,,0.0235,5.06252,,,1410.2,6822.3,354682.5,9.76137,-178.8,,-41.0,,,1868.5
