country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
1961-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,24919.1,,,,,,,,,,,183603.5,157944.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,18088.0,,,,,,,,,,,144659.7,124443.5,,,,,,,0.0,1768.9,,,,,,,,,,,16480.1,14177.0,,,,,0.0,3751.5,,,,,,,,,,,19815.5,17046.3,,,,,,,,,,,,,0.0,959.7,,,,,,,,,,,7148.4,6149.5,0.0,1033.8,,,,,,,,,,,9553.0,8218.0,0.0,0.0,,,5052.8
1961-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,25037.0,,,,,,,,,,,184097.5,158369.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,18073.1,,,,,,,,,,,144631.1,124418.9,,,,,,,0.0,1851.8,,,,,,,,,,,16790.4,14443.9,,,,,0.0,3758.1,,,,,,,,,,,19949.2,17161.3,,,,,,,,,,,,,0.0,964.0,,,,,,,,,,,7167.6,6166.0,0.0,1045.1,,,,,,,,,,,9644.6,8296.8,0.0,0.0,,,5203.8
1961-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,25350.1,,,,,,,,,,,185708.0,159755.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,18372.4,,,,,,,,,,,146085.1,125669.7,,,,,,,0.0,1878.6,,,,,,,,,,,17006.4,14629.8,,,,,0.0,3779.0,,,,,,,,,,,20209.1,17384.9,,,,,,,,,,,,,0.0,976.0,,,,,,,,,,,7230.3,6219.8,0.0,1079.9,,,,,,,,,,,9970.0,8576.7,0.0,0.0,,,5147.2
1961-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,25878.7,,,,,,,,,,,188506.4,162162.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,19002.9,,,,,,,,,,,149120.5,128280.9,,,,,,,0.0,1848.5,,,,,,,,,,,17120.1,14727.6,,,,,0.0,3817.6,,,,,,,,,,,20602.7,17723.5,,,,,,,,,,,,,0.0,996.7,,,,,,,,,,,7339.0,6313.4,0.0,1138.9,,,,,,,,,,,10544.0,9070.5,0.0,0.0,,,4868.0
1962-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,26431.6,,,,,,,,,,,191297.8,164563.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,19639.9,,,,,,,,,,,152147.2,130884.7,,,,,,,0.0,1823.0,,,,,,,,,,,17232.6,14824.4,,,,,0.0,3861.5,,,,,,,,,,,20992.9,18059.1,,,,,,,,,,,,,0.0,1018.2,,,,,,,,,,,7447.6,6406.8,0.0,1197.3,,,,,,,,,,,11115.1,9561.8,0.0,0.0,,,4592.6
1962-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,26909.9,,,,,,,,,,,194050.8,166932.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,20210.1,,,,,,,,,,,155133.6,133453.7,,,,,,,0.0,1795.9,,,,,,,,,,,17344.4,14920.5,,,,,0.0,3896.5,,,,,,,,,,,21380.1,18392.3,,,,,,,,,,,,,0.0,1036.9,,,,,,,,,,,7554.6,6498.8,0.0,1250.6,,,,,,,,,,,11679.9,10047.6,0.0,0.0,,,4317.9
1962-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,27570.4,,,,,,,,,,,198104.2,170419.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,20846.3,,,,,,,,,,,159008.2,136786.8,,,,,,,0.0,1806.9,,,,,,,,,,,17603.8,15143.7,,,,,0.0,3941.0,,,,,,,,,,,21696.7,18664.6,,,,,,,,,,,,,0.0,1062.5,,,,,,,,,,,7712.3,6634.5,0.0,1320.1,,,,,,,,,,,12323.7,10601.5,0.0,0.0,,,4406.8
1962-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,28418.5,,,,,,,,,,,203527.4,175084.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,21552.5,,,,,,,,,,,163811.5,140918.9,,,,,,,0.0,1856.5,,,,,,,,,,,18020.1,15501.8,,,,,0.0,3994.8,,,,,,,,,,,21935.4,18869.9,,,,,,,,,,,,,0.0,1095.2,,,,,,,,,,,7923.5,6816.2,0.0,1406.6,,,,,,,,,,,13048.3,11224.8,0.0,0.0,,,4885.2
1963-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,29338.6,,,,,,,,,,,208892.7,179700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,22308.8,,,,,,,,,,,168551.7,144996.6,,,,,,,0.0,1911.7,,,,,,,,,,,18433.3,15857.3,,,,,0.0,4060.8,,,,,,,,,,,22170.4,19072.1,,,,,,,,,,,,,0.0,1130.6,,,,,,,,,,,8132.4,6995.9,0.0,1494.8,,,,,,,,,,,13758.3,11835.6,0.0,0.0,,,5363.2
1963-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,30224.7,,,,,,,,,,,214227.8,184289.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,23040.7,,,,,,,,,,,173277.0,149061.5,,,,,,,0.0,1964.1,,,,,,,,,,,18842.8,16209.5,,,,,0.0,4123.3,,,,,,,,,,,22405.2,19274.1,,,,,,,,,,,,,0.0,1164.7,,,,,,,,,,,8340.2,7174.6,0.0,1581.0,,,,,,,,,,,14471.1,12448.8,0.0,0.0,,,5833.8
1963-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,30881.7,,,,,,,,,,,217995.1,187530.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,23382.8,,,,,,,,,,,175564.0,151029.0,,,,,,,0.0,2036.6,,,,,,,,,,,19241.3,16552.3,,,,,0.0,4198.9,,,,,,,,,,,22625.4,19463.5,,,,,,,,,,,,,0.0,1189.9,,,,,,,,,,,8486.4,7300.5,0.0,1568.8,,,,,,,,,,,14297.3,12299.3,0.0,0.0,,,6375.2
1963-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,31458.4,,,,,,,,,,,220056.6,189303.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,23432.5,,,,,,,,,,,175221.1,150734.0,,,,,,,0.0,2141.5,,,,,,,,,,,19625.6,16882.9,,,,,0.0,4310.6,,,,,,,,,,,22828.4,19638.2,,,,,,,,,,,,,0.0,1211.9,,,,,,,,,,,8565.8,7368.8,0.0,1459.6,,,,,,,,,,,13173.5,11332.5,0.0,0.0,,,6989.2
1964-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,31921.8,,,,,,,,,,,222074.7,191039.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,23398.3,,,,,,,,,,,174855.3,150419.3,,,,,,,0.0,2238.7,,,,,,,,,,,20005.6,17209.8,,,,,0.0,4407.0,,,,,,,,,,,23028.4,19810.2,,,,,,,,,,,,,0.0,1229.6,,,,,,,,,,,8643.6,7435.6,0.0,1345.1,,,,,,,,,,,12053.0,10368.6,0.0,0.0,,,7594.8
1964-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,32370.3,,,,,,,,,,,224113.4,192793.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,23354.5,,,,,,,,,,,174515.4,150126.9,,,,,,,0.0,2334.5,,,,,,,,,,,20385.7,17536.8,,,,,0.0,4500.9,,,,,,,,,,,23229.3,19983.0,,,,,,,,,,,,,0.0,1246.7,,,,,,,,,,,8722.1,7503.2,0.0,1230.8,,,,,,,,,,,10941.1,9412.1,0.0,0.0,,,8202.1
