country,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA,NAFTA
1962-Q3,707722.5,16.2,1.246775,,,,19.8,4366033.6,433861.1,16.8,0.740676717,,17.6,2583140.5,110031.7,9.5,1.934062692,,35.8,1152178.9,157724.9,21.1,1.473479187,,16.2,747491.1,42792.3,24.1,-0.279510736,,5.0,177387.7,39097.0,20.8,0.632462908,,4.5,187525.7,,2409.6,-106638.8
1962-Q4,713091.4,16.2,0.554033,,,,19.9,4390222.9,441253.5,16.8,1.444924332,,17.9,2620464.9,111483.7,9.6,0.681993794,,36.1,1160036.7,157438.6,21.2,-0.442970869,,16.2,744179.9,42380.1,24.1,-1.002218168,,5.0,175609.9,39302.5,20.9,0.119931674,,4.5,187750.6,,-162.0,-122317.9
1963-Q1,724077.6,16.3,1.100406,3.853320342,,,20.1,4438533.1,445694.0,16.9,0.756069098,4.153756652,18.0,2640277.4,112138.8,9.7,0.062075976,4.246806319,36.1,1160756.8,158173.2,21.2,0.340147028,2.813140814,16.2,746711.2,43032.0,24.2,1.411426793,4.322346547,5.0,178088.5,39168.1,21.2,-1.369936476,0.131041652,4.5,185178.5,,4207.8,-102122.2
1963-Q2,733977.3,16.3,1.187431,4.150212546,,,20.4,4491237.7,450859.9,16.9,1.014203156,4.01329256,18.2,2667055.2,112397.4,9.7,0.19889391,2.897204813,36.2,1163065.4,162901.6,21.2,2.986940933,4.395401979,16.7,769015.1,45605.8,24.1,6.082020412,6.203429236,5.3,188919.8,40202.3,21.2,2.253004438,1.611774733,4.6,189350.6,,2414.9,-107467.3
1963-Q3,750461.5,16.4,2.102823,5.030809384,,,20.8,4585680.5,458895.7,17.0,1.380703844,4.674111317,18.5,2703879.4,116220.7,9.7,3.48504796,4.462844841,37.4,1203598.8,168266.5,21.1,3.540297639,6.521734345,17.3,796240.5,45391.8,24.0,-0.02011247,6.479691272,5.3,188881.8,41582.8,21.3,3.149658041,4.153466126,4.7,195314.5,,3269.6,-111605.5
1963-Q4,764146.4,16.5,1.001705,5.498412319,,,21.0,4631615.4,466060.7,17.0,1.107133417,4.325567868,18.7,2733814.9,118266.9,9.8,0.028530404,3.78484233,37.4,1203942.2,171747.4,21.2,1.896500148,9.024867598,17.6,811341.2,47674.7,24.1,4.933300183,12.86379554,5.6,198200.0,42115.6,21.2,1.747125273,5.846214519,4.8,198726.9,,2512.3,-116955.9
1964-Q1,783368.4,16.6,2.191825,6.637310069,,,21.5,4733132.4,477994.3,17.1,2.067275478,5.683226533,19.1,2790330.4,119701.3,9.9,0.694688603,4.440991036,37.7,1212305.9,176980.6,21.1,3.303858555,12.245096653,18.2,838146.7,49716.9,24.1,3.998896105,15.743467159,5.8,206125.8,43073.5,21.3,1.839719287,9.290700918,4.9,202382.9,,2048.8,-111393.5
1964-Q2,794317.1,16.6,1.156261,6.604461248,,,21.7,4787859.7,487395.0,17.2,1.765473481,6.469221664,19.4,2839592.9,120737.7,9.9,0.545278477,4.802040405,37.9,1218916.3,178736.3,21.2,0.410793898,9.437363261,18.3,841589.8,50215.3,24.0,1.312468697,10.539527319,5.9,208831.1,44233.4,21.2,3.24333747,10.349194913,5.0,208946.9,,1466.1,-112123.6
1964-Q3,809985.3,16.7,1.562335,6.04014326,,,22.1,4862662.1,497920.1,17.2,1.893376933,7.00762693,19.8,2893357.1,122488.2,10.1,-0.042010859,1.230094813,37.9,1218404.2,181533.7,21.3,1.392963595,7.1677293,18.5,853312.8,51516.5,24.2,1.952878183,12.72090059,6.0,212909.3,44776.1,21.1,1.735245124,8.836060216,5.1,212572.6,,1302.9,-102748.8
1964-Q4,816953.9,16.7,0.407318,5.416105625,,,22.2,4882468.6,501411.3,17.3,0.435411144,6.296703734,19.8,2905955.1,122863.0,10.1,-0.186897292,1.012079353,37.8,1216127.1,184981.1,21.5,1.006460324,6.231646641,18.7,861901.1,52490.9,24.4,1.091174698,8.593632657,6.1,215232.5,45937.0,21.1,2.289151384,9.415850418,5.2,217438.7,,1144.6,-99308.5
1965-Q1,840755.0,16.8,2.39857,5.62937386,,,22.7,4999578.1,513028.4,17.3,2.07925796,6.309182741,20.3,2966377.4,124483.0,10.2,0.45014836,0.766768318,38.0,1221601.5,190142.0,21.5,2.424515472,5.327381641,19.2,882798.0,49195.7,24.8,-7.714678602,-3.637455138,5.6,198628.0,45779.4,21.3,-0.929460996,6.440663352,5.2,215417.7,,9685.4,-54409.2
1965-Q2,855169.4,16.9,1.247399,5.724541213,,,23.0,5061942.7,521274.4,17.4,1.233465029,5.753420734,20.5,3002966.7,126717.1,10.2,1.299885748,1.523037903,38.5,1237480.9,195214.9,21.7,2.108344509,7.108052365,19.6,901410.4,54807.6,24.7,11.607701066,6.154772845,6.3,221684.2,49252.4,21.2,7.949580481,11.292653226,5.6,232542.5,,6407.8,-69056.9
1965-Q3,876602.0,17.0,2.103788,6.288183791,,,23.5,5168435.3,531754.3,17.4,1.668296448,5.519813488,20.8,3053065.0,132090.3,10.4,2.886577333,4.497479191,39.6,1273201.7,201967.6,21.7,3.233535053,9.052368984,20.2,930557.9,54563.7,24.7,-0.468162335,3.633951355,6.2,220646.3,50023.6,21.3,0.992699078,10.480349491,5.6,234851.0,,6249.8,-74184.7
1965-Q4,902663.1,17.1,2.263454,8.253034491,,,24.0,5285420.5,547937.3,17.5,2.599322839,7.793270188,21.4,3132424.1,137735.4,10.5,2.777004392,7.600481163,40.7,1308558.6,207725.1,21.9,1.872691573,9.987601932,20.6,947984.4,57429.5,24.6,5.667370056,8.325253129,6.6,233151.2,52817.5,21.5,4.755714211,13.144431845,5.9,246019.8,,4653.4,-90677.9
1966-Q1,929726.6,17.2,2.331094,8.181699953,,,24.6,5408628.5,560017.2,17.6,1.400919833,7.076961249,21.7,3176306.8,140331.5,10.6,0.952841274,8.138957216,41.1,1321027.1,215489.9,21.9,3.891789578,11.563220421,21.4,984877.9,57427.3,24.9,-1.086305417,16.10569093,6.5,230618.4,54074.9,21.6,1.908596834,16.385662224,6.0,250715.3,,10535.6,-53486.4
1966-Q2,942569.0,17.3,0.55816,7.445255892,,,24.7,5438817.3,566911.8,17.8,0.343365971,6.13548303,21.8,3187213.2,145542.4,10.7,3.20605159,10.173814264,42.4,1363379.9,216407.4,22.2,-1.092917069,8.065533206,21.2,974114.0,59369.6,25.1,2.709975298,6.849370908,6.7,236868.1,55655.9,21.8,1.924302844,9.889519073,6.1,255539.8,,9993.7,-67218.0
1966-Q3,959516.2,17.5,0.824878,6.099440602,,,24.9,5483680.9,578193.9,17.9,1.219942115,5.66742853,22.0,3226095.3,151716.5,10.9,2.054545318,9.282851195,43.3,1391391.1,219152.8,22.3,1.106598895,5.839042658,21.4,984893.5,60369.9,25.3,0.579619834,7.974185521,6.7,238241.1,58141.6,21.7,4.681618807,13.903409371,6.4,267503.2,,8224.7,-89436.9
1966-Q4,976167.8,17.6,0.891754,4.676286372,,,25.1,5532581.8,585661.6,18.1,0.500091448,3.505422224,22.1,3242228.8,154479.4,11.0,1.277648634,7.688585306,43.8,1409168.2,219552.4,22.5,-0.952317876,2.904043191,21.2,975514.2,62169.3,25.7,1.691884998,3.911911983,6.8,242271.8,59530.6,21.8,2.100849644,11.016711229,6.6,273123.1,,13835.7,-63478.1
1967-Q1,988458.6,17.7,0.836557,3.1474981,,,25.3,5578865.0,591053.7,18.1,0.694308826,2.784146019,22.3,3264739.8,161973.3,11.0,4.136637454,11.084809743,45.6,1467460.4,219412.5,22.6,-0.570565767,-1.515886517,21.1,969948.3,63696.2,26.0,1.076700107,6.184216547,6.9,244880.4,60184.3,21.7,1.512137213,10.584817899,6.7,277253.1,,12507.1,-90910.8
1967-Q2,996535.6,17.8,0.306764,2.889629118,,,25.4,5595979.0,602227.9,18.2,1.423581252,3.890636758,22.6,3311216.1,165327.9,11.2,0.723937333,8.413210688,46.0,1478083.9,222316.9,22.7,0.875825318,0.444436677,21.3,978443.3,63723.8,25.9,0.40062172,3.796747368,6.9,245861.4,60084.3,21.6,0.201370988,8.715488404,6.7,277811.4,,3023.4,-139814.4
1967-Q3,1015624.6,18.0,0.953552,3.020938397,,,25.6,5649339.5,611657.9,18.4,0.576394939,3.230109549,22.7,3330301.7,169018.2,11.3,0.920295944,7.208290163,46.4,1491686.7,226400.5,22.9,1.021956397,0.360348515,21.5,988442.6,63384.1,25.9,-0.592252424,2.587391746,6.9,244405.3,60856.2,21.8,0.549508067,4.424148221,6.7,279338.0,,6020.1,-126158.8
1967-Q4,1035266.0,18.2,0.818483,2.946121258,,,25.9,5695578.4,622401.9,18.5,0.802960444,3.541205779,22.9,3357042.7,174045.8,11.5,1.093443755,7.013298569,46.9,1507997.4,232957.8,23.1,1.865980107,3.215997044,21.9,1006886.7,64721.7,26.1,1.628181241,2.523127008,7.0,248384.7,63081.5,22.1,2.195524691,4.520977594,6.9,285470.9,,4220.4,-139262.2
1968-Q1,1067030.7,18.4,1.938859,4.071484259,,,26.4,5806007.6,643421.1,18.7,2.229869282,5.120180629,23.4,3431900.4,180948.0,11.7,2.548352822,5.381139305,48.1,1546426.5,238588.2,23.3,1.514463311,5.380430109,22.2,1022135.7,67503.2,26.3,3.424674416,4.904701279,7.2,256891.0,67606.8,22.6,4.966334232,8.077557714,7.2,299648.4,,4177.0,-151697.6
1968-Q2,1097252.8,18.6,1.763957,5.583368747,,,26.8,5908423.1,660092.9,19.0,1.444843069,5.142217379,23.8,3481486.0,184416.4,11.9,0.495634833,5.142280715,48.3,1554091.1,240969.9,23.6,0.093822055,4.563506531,22.2,1023094.7,70067.9,26.7,2.262502012,6.850107518,7.4,262703.2,68625.4,23.1,-0.728423107,7.074678473,7.2,297465.6,,10331.1,-115486.2
1968-Q3,1117731.1,18.8,0.880793,5.507273587,,,27.1,5960464.1,679109.3,19.2,1.855319207,6.47920041,24.2,3546078.7,189150.9,12.1,0.653551893,4.864377469,48.6,1564247.9,244371.9,23.7,0.937722704,4.476319838,22.4,1032688.4,73521.9,26.5,5.673684428,13.585156271,7.8,277608.2,72290.6,23.1,5.132870453,11.955478621,7.5,312734.2,,3867.8,-147424.9
1968-Q4,1139494.0,19.0,0.536874,5.212567655,,,27.2,5992464.3,690621.0,19.4,0.632696088,6.299348426,24.4,3568514.6,194045.0,12.3,0.843371454,4.604977104,49.0,1577440.3,252660.4,24.2,1.291187504,3.88679804,22.7,1046022.4,73912.9,26.7,-0.258276183,11.476749344,7.8,276891.2,74269.7,23.1,2.79069869,12.607493374,7.7,321461.6,,2524.5,-154942.5
1969-Q1,1168808.5,19.2,1.523071,4.78342712,,,27.6,6083733.8,705038.1,19.5,1.234598347,5.264458598,24.7,3612571.4,194613.9,12.4,-0.490984116,1.504685758,48.8,1569695.4,262794.1,24.5,2.734091761,5.134928507,23.3,1074621.6,69653.7,27.1,-7.196384342,0.028793509,7.2,256965.0,70744.2,22.8,-3.618268406,3.397963559,7.5,309830.3,,7452.9,-120289.3
1969-Q2,1188224.2,19.5,0.390405,3.369120173,,,27.7,6107485.0,718160.4,19.8,0.652942922,4.442741714,24.8,3636159.4,200235.5,12.6,1.301243606,2.318383442,49.4,1590120.9,263865.0,24.8,-0.830536009,4.164016246,23.1,1065696.5,79736.6,27.2,13.90572654,11.417696374,8.3,292697.9,79965.5,22.7,13.57519095,18.296130901,8.5,351890.4,,6192.3,-125299.3
1969-Q3,1214059.9,19.7,0.760979,3.246349982,,,27.9,6153961.6,731575.7,20.0,0.634893535,3.191313667,25.0,3659245.2,206608.0,13.0,0.266216102,1.924641034,49.6,1594354.1,269621.7,25.0,1.24774785,4.483950791,23.4,1078993.7,79890.5,27.5,-0.589947692,4.813597487,8.2,290971.1,79941.4,22.8,-0.29227122,12.191729236,8.4,350861.9,,6305.3,-118740.5
1969-Q4,1227806.0,20.0,-0.158235,2.532508058,,,27.9,6144223.9,747108.9,20.2,0.907991639,3.473608693,25.2,3692470.8,210479.8,13.1,0.396108721,1.47258263,49.8,1600669.5,265493.7,25.4,-3.006099562,0.051210476,22.7,1046558.1,83575.2,27.8,3.434583026,8.694238848,8.5,300964.7,81806.1,23.2,0.339693197,9.516559711,8.5,352053.7,,2954.6,-144385.4
1970-Q1,1246004.9,20.3,0.068583,1.063558379,,,27.9,6148437.8,760564.1,20.5,0.598012861,2.822943815,25.4,3714552.2,214653.0,13.5,-0.751826251,1.206593415,49.4,1588635.2,269852.7,25.7,0.484529852,-2.13960455,22.8,1051628.9,85419.1,27.8,1.986218447,19.449164867,8.7,306942.6,82111.7,23.5,-0.886422668,12.620699282,8.4,348933.0,,-2372.3,-164388.1
1970-Q2,1266703.7,20.5,0.262052,0.934344497,,,28.0,6164549.9,773780.6,20.7,0.577097089,2.745462804,25.5,3735988.8,217271.7,13.7,-0.474886477,-0.567877152,49.2,1581091.0,270321.4,26.2,-2.018004782,-3.311398357,22.4,1030407.0,88954.2,28.2,2.772738225,7.774368551,8.9,315453.3,84357.4,23.8,1.698385209,0.843706819,8.5,354859.3,,733.2,-143530.9
1970-Q3,1289404.3,20.7,0.95658,1.130282282,,,28.2,6223518.8,788700.7,20.9,0.99366795,3.111761629,25.8,3773112.1,221323.0,14.0,0.03165327,-0.800488706,49.2,1581591.5,275596.3,26.3,1.704014946,-2.875676788,22.8,1047965.3,88877.7,28.0,0.611366049,9.076760279,8.9,317381.8,85240.7,24.1,-0.143584852,0.994087183,8.5,354349.8,,147.2,-142182.2
1970-Q4,1295490.4,21.0,-0.828963,0.450897479,,,28.0,6171928.1,798707.1,21.2,-0.042051333,2.140970289,25.8,3771525.5,225488.2,14.2,0.398430522,-0.798194578,49.4,1587893.0,278975.6,26.6,-0.05435023,0.080041611,22.8,1047395.7,89519.0,28.2,0.041811136,5.498918562,9.0,317514.5,85648.6,24.3,-0.585572388,0.062787213,8.5,352274.8,,-11550.9,-200125.9
1971-Q1,1345328.8,21.3,2.288214,2.679008619,,,28.7,6313155.0,819973.7,21.4,1.647772614,3.206831103,26.2,3833671.7,231758.7,14.6,-0.137500587,-0.184155925,49.3,1585709.6,282302.4,27.0,-0.22855134,-0.63016916,22.7,1045001.9,91941.6,28.6,1.07532115,4.556647329,9.0,320928.8,86807.9,24.8,-0.648096677,0.30339565,8.4,349991.7,,6160.3,-122165.3
1971-Q2,1372930.1,21.6,0.732136,3.160424559,,,28.9,6359375.9,838995.1,21.6,1.125789814,3.769870195,26.5,3876830.7,237388.9,14.9,0.312630694,0.605661724,49.5,1590667.1,293951.0,27.4,2.708352788,4.163133438,23.3,1073304.2,92396.4,28.8,-0.12923944,1.604297702,9.0,320514.1,92980.7,25.0,6.478957949,5.018393612,9.0,372667.5,,3179.4,-129272.7
1971-Q3,1401162.7,21.8,1.030665,3.23612705,,,29.2,6424919.8,855736.0,21.9,0.967072189,3.742543346,26.7,3914322.5,241053.9,15.1,0.149465236,0.724149726,49.5,1593044.5,302382.4,27.7,1.597755618,4.054304847,23.7,1090453.0,97076.7,28.9,4.787013642,5.821154682,9.5,335857.1,96834.9,25.3,2.80836496,8.122941545,9.2,383133.4,,1748.5,-125624.1
1971-Q4,1419590.6,22.0,0.478218,4.59689028,,,29.3,6455644.9,875651.4,22.0,1.697984946,5.54846065,27.2,3980787.1,245197.8,15.4,0.158288848,0.483228969,49.6,1595566.2,310517.9,28.0,1.640254042,5.818572426,24.1,1108339.2,90872.9,29.0,-6.632122313,-1.238327108,8.8,313582.7,93984.4,25.5,-3.763353988,4.666792348,8.9,368714.7,,-8665.1,-173915.6
1972-Q1,1465620.9,22.3,1.700405,3.99581406,,,29.8,6565417.0,896321.4,22.2,1.291324134,5.178333617,27.5,4032192.0,254359.5,15.8,0.745000851,1.371215897,50.0,1607453.1,325584.8,28.5,2.906590089,9.143734031,24.8,1140554.1,100239.7,29.5,8.199110245,5.722396048,9.6,339293.7,104871.5,25.9,9.938436619,15.819658526,9.7,405359.2,,-6012.9,-148716.7
1972-Q2,1508750.1,22.5,2.307857,5.622587888,,,30.5,6716937.4,918813.1,22.4,1.925274048,6.009856611,28.1,4109822.7,258747.5,16.0,0.736966819,1.800029982,50.3,1619299.5,333824.9,28.8,1.724121393,8.097833802,25.2,1160218.6,101131.2,29.7,0.265940508,6.140730411,9.6,340196.0,105698.7,26.3,-0.818028053,7.882555802,9.7,402043.2,,1932.1,-110556.2
1972-Q3,1538324.4,22.7,0.997619,5.588040125,,,30.8,6783946.9,940922.1,22.6,1.497339028,6.566607543,28.5,4171360.7,259781.8,16.2,-0.872708845,0.761009436,49.9,1605167.8,337866.7,29.1,0.144952378,6.552082302,25.2,1161900.4,105327.0,29.9,3.588575777,4.926810231,9.9,352404.2,109517.7,26.6,2.435835834,7.491640197,9.9,411836.3,,3944.4,-95049.8
1972-Q4,1585489.9,23.0,1.771694,6.947296402,,,31.3,6904137.6,970401.6,22.7,2.274042611,7.170243014,29.1,4266219.2,265389.4,16.5,-0.044178826,0.557323376,49.9,1604458.6,357009.3,29.5,4.295602157,9.335751761,26.3,1211811.0,113056.3,30.5,5.354475993,18.397348033,10.5,371273.6,116329.4,27.1,4.415919943,16.62749028,10.3,430022.7,,-4037.3,-119602.1
1973-Q1,1643075.7,23.2,2.454406,7.740197887,,,32.1,7073593.2,999961.9,23.0,1.865942611,7.778212179,29.7,4345824.4,270425.3,16.8,0.099724974,-0.086750418,49.9,1606058.7,376644.9,29.7,4.521979239,11.052063485,27.5,1266608.9,123062.7,31.2,6.208510534,16.219125623,11.1,394324.1,124562.2,27.7,4.554310669,10.915774558,10.8,449607.3,,-2456.9,-89615.6
1973-Q2,1687698.8,23.6,1.171013,6.542989567,,,32.5,7156425.9,1019576.0,23.4,0.179187205,5.931858368,29.7,4353611.6,274764.2,17.1,0.250098135,-0.56963802,50.1,1610075.4,385052.1,30.2,0.519187608,9.736639166,27.7,1273184.9,132435.6,32.4,3.756739794,20.265341502,11.5,409137.9,129661.2,29.3,-1.514644936,10.136743857,10.7,442797.3,,5532.2,-46786.5
1973-Q3,1715925.6,24.0,-0.258905,5.217474765,,,32.4,7137897.6,1043031.2,23.8,0.492884494,4.88351822,29.9,4375069.9,278113.7,17.4,-0.509125982,-0.204943543,49.8,1601878.1,391192.6,30.9,-0.423245342,9.114020585,27.5,1267796.2,138213.3,34.0,-0.777872193,15.19593735,11.4,405955.3,133088.6,30.4,-0.99457591,6.448441062,10.5,438393.4,,-1536.6,-74408.5
1973-Q4,1768872.4,24.5,1.065342,4.487206907,,,32.7,7213940.6,1063170.7,24.3,0.015131502,2.566972023,29.9,4375731.9,286538.3,17.7,0.795718784,0.633603211,50.2,1614624.5,397212.4,31.3,0.00522021,4.625424572,27.5,1267862.4,151442.4,35.9,4.033344609,13.751395323,11.9,422328.9,143913.2,32.0,2.677893099,4.67658244,10.8,450133.1,,14421.7,-16474.0
1974-Q1,1792586.8,25.0,-0.531762,1.441790389,,,32.6,7175579.6,1087123.9,24.9,-0.416561115,0.268760376,29.8,4357504.3,294375.8,18.0,1.365241446,1.905869268,50.9,1636668.0,403840.6,32.0,-0.582701313,-0.48430808,27.4,1260474.6,162799.3,38.4,0.264980539,7.38575827,11.9,423448.0,158613.0,35.7,-1.164426716,-1.048842763,10.7,444891.6,,3060.2,-57623.6
1974-Q2,1842369.6,25.6,0.409844,0.67858446,,,32.7,7204988.3,1122226.3,25.6,0.459192604,0.549016136,29.9,4377513.6,301378.9,18.4,0.129489476,1.783268587,50.9,1638787.4,415460.8,33.1,-0.440219509,-1.434137315,27.3,1254925.7,174908.7,40.0,3.2797359,6.892070583,12.3,437335.9,180955.0,39.0,4.18908322,4.681862084,11.1,463528.5,,9349.8,-40045.8
1974-Q3,1883735.1,26.3,-0.659786,0.273935283,,,32.5,7157450.8,1157813.7,26.3,0.52314112,0.579289663,30.0,4400414.2,313727.8,19.0,0.904522023,3.229488817,51.4,1653610.6,426084.9,34.4,-1.40088385,-2.401850947,26.9,1237345.7,176936.5,42.0,-3.725001831,3.717125677,11.9,421045.2,188570.1,40.8,-0.405216877,5.305011791,11.1,461650.2,,-2257.6,-93314.6
1974-Q4,1934570.0,27.1,-0.222633,-1.003954053,,,32.4,7141515.9,1174746.5,27.0,-1.120221333,-0.562467389,29.7,4351119.8,327718.3,19.6,0.967014625,3.404920693,51.9,1669601.2,425624.8,35.8,-3.842316664,-6.156779705,25.8,1189802.9,186521.3,44.0,0.791850061,0.485483951,12.0,424379.2,193507.9,42.3,-0.993633243,1.5395457,11.0,457063.1,,13467.0,-36324.1
1975-Q1,1960267.3,27.7,-0.919782,-1.390132256,,,32.1,7075829.6,1209291.7,27.5,1.002195683,0.854210694,30.0,4394726.5,337219.9,20.0,0.798574787,2.826851524,52.3,1682934.2,425746.4,36.9,-3.030968165,-8.467778379,25.1,1153740.4,189225.2,45.1,-1.122007,-0.90455386,11.8,419617.6,182129.7,43.1,-7.59244217,-5.064329274,10.2,422360.8,,-19086.1,-152828.4
1975-Q2,2005989.4,28.1,0.827919,-0.979551591,,,32.4,7134411.7,1243133.5,27.8,1.586323319,1.985773428,30.5,4464441.1,347446.2,20.4,1.248048955,3.975543584,53.0,1703938.1,426801.5,37.7,-1.811911931,-9.7288705,24.6,1132835.6,184739.8,45.0,-2.208100678,-6.170055455,11.6,410352.1,172023.9,43.4,-6.111083076,-14.449700233,9.5,396550.0,,-24107.7,-180605.1
1975-Q3,2075865.2,28.6,1.679523,1.352227582,,,32.9,7254235.8,1283691.0,28.3,1.442615907,2.918626761,30.9,4528845.8,355801.8,20.8,0.479599153,3.537688218,53.2,1712110.1,447550.5,38.1,3.655983686,-5.099121655,25.5,1174251.9,182442.4,45.0,-1.273137217,-3.780459764,11.4,405127.7,179316.5,42.8,5.588325154,-9.301345054,10.1,418710.5,,-14304.0,-147389.3
1975-Q4,2138140.1,29.1,1.305973,2.904960416,,,33.4,7348974.1,1319816.1,28.8,1.138828056,5.269949388,31.3,4580421.6,362281.5,21.2,0.027762307,2.574522039,53.2,1712585.5,464487.6,38.7,2.218245679,0.882227621,26.1,1200299.7,192723.3,45.5,4.461314264,-0.277456711,11.9,423201.7,187457.9,43.0,4.158396664,-4.581626533,10.5,436122.2,,-13710.6,-131412.2
1976-Q1,2205965.7,29.4,2.090953,6.031916519,,,34.1,7502637.7,1357183.4,29.1,1.763404366,6.063322235,31.8,4661193.0,366101.2,21.4,-0.259470034,1.497835766,53.1,1708141.8,484059.8,39.1,3.214909819,7.380158688,26.9,1238888.3,196068.8,46.1,0.422761807,1.280506487,12.0,424990.9,199288.8,43.4,5.263333346,8.693014829,11.0,459076.7,,1841.4,-71499.5
1976-Q2,2247730.9,29.7,0.880714,6.087436072,,,34.4,7568714.5,1382111.1,29.3,1.07587257,5.530375471,32.2,4711341.5,372649.0,21.7,0.503410003,0.751359732,53.4,1716740.8,491003.4,39.6,0.11537016,9.487867074,26.9,1240317.6,201826.5,46.5,2.202441439,5.848389335,12.2,434351.1,208479.8,43.7,3.921610053,20.307630257,11.5,477079.9,,8620.7,-56956.4
1976-Q3,2289454.6,30.1,0.566271,4.925923475,,,34.5,7611573.9,1416283.7,29.8,0.957795452,5.026018557,32.5,4756466.5,375022.4,21.9,-0.314348744,-0.044735504,53.2,1711344.2,497957.2,40.1,0.061076541,5.690703595,27.0,1241075.1,210108.4,47.0,2.879724901,10.300812454,12.6,446859.2,217774.8,44.6,2.242779655,16.495706445,11.7,487779.8,,7857.8,-56391.3
1976-Q4,2346161.4,30.6,0.66904,4.266231676,,,34.8,7662498.4,1455401.8,30.2,1.216320322,5.106489177,32.9,4814320.4,386326.8,22.5,0.478079186,0.405254995,53.5,1719525.8,519168.6,40.8,2.655103467,6.142401887,27.7,1274026.9,215171.4,48.0,0.332915937,5.941632284,12.6,448346.8,226041.3,45.5,1.916945569,13.988760897,12.0,497130.2,,-3865.9,-96591.3
